"","state","start_date","end_date","sample_size","answer","pct","pollster","transparency_score","Per.Capita.Disposable.Income..ACS.","One.Year.Change.Unemployment.Rate..BLS.","X4.Year.Change.Unemployment..BLS.","Percentage.Below.the.Poverty.Level..ACS.","X2020.Electoral.Result","edu_expenditure","house_price","fivethirtyeight_dem","fivethirtyeight_rep","feelingtherm_dem","feelingtherm_rep","affectivepolarization","State.Ideology","Immig_feeling_avg","harris_disbursement","trump_disbursement","White_population","Nonwhite_population","Age","Male","Female","Religion_Evan"
"101","Arizona",2024-07-31,2024-08-08,600,"Harris",45,"Navigator",4.5,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"102","Arizona",2024-07-31,2024-08-08,600,"Trump",46,"Navigator",4.5,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"103","Arizona",2024-07-31,2024-08-08,600,"Harris",46,"Navigator",4.5,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"104","Arizona",2024-07-31,2024-08-08,600,"Trump",49,"Navigator",4.5,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"105","Arizona",2024-07-31,2024-08-05,800,"Harris",42,"Peak Insights",1,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"106","Arizona",2024-07-31,2024-08-05,800,"Trump",44,"Peak Insights",1,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"107","Arizona",2024-07-30,2024-08-05,500,"Harris",44.4,"HighGround",3.5,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"108","Arizona",2024-07-30,2024-08-05,500,"Trump",41.6,"HighGround",3.5,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"109","Arizona",2024-07-29,2024-08-05,600,"Harris",43,"Iron Light",2,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"110","Arizona",2024-07-29,2024-08-05,600,"Trump",43,"Iron Light",2,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"111","Arizona",2024-07-31,2024-08-03,567,"Harris",44,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"112","Arizona",2024-07-31,2024-08-03,567,"Trump",43,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"113","Arizona",2024-07-26,2024-08-02,435,"Harris",46,"Benenson Strategy Group/GS Strategy Group",0,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"114","Arizona",2024-07-26,2024-08-02,435,"Trump",42,"Benenson Strategy Group/GS Strategy Group",0,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"115","Arizona",2024-07-26,2024-08-02,435,"Harris",48,"Benenson Strategy Group/GS Strategy Group",0,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"116","Arizona",2024-07-26,2024-08-02,435,"Trump",46,"Benenson Strategy Group/GS Strategy Group",0,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"117","Arizona",2024-07-29,2024-07-30,618,"Harris",47,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"118","Arizona",2024-07-29,2024-07-30,618,"Trump",49,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"119","Arizona",2024-07-23,2024-07-29,400,"Harris",43,"Public Opinion Strategies",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"120","Arizona",2024-07-23,2024-07-29,400,"Trump",48,"Public Opinion Strategies",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"121","Arizona",2024-07-24,2024-07-28,804,"Harris",48,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"122","Arizona",2024-07-24,2024-07-28,804,"Trump",44,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"123","Arizona",2024-07-24,2024-07-28,804,"Harris",49,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"124","Arizona",2024-07-24,2024-07-28,804,"Trump",47,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"125","Arizona",2024-07-22,2024-07-24,510,"Harris",43,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"126","Arizona",2024-07-22,2024-07-24,510,"Trump",46,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"127","Arizona",2024-07-22,2024-07-23,800,"Harris",47.4,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"128","Arizona",2024-07-22,2024-07-23,800,"Trump",52.6,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"129","Arizona",2024-07-22,2024-07-23,800,"Harris",39.8,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"130","Arizona",2024-07-22,2024-07-23,800,"Trump",47.5,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"131","Arizona",2024-07-19,2024-07-20,736,"Biden",40,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"132","Arizona",2024-07-19,2024-07-20,736,"Trump",45,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"133","Arizona",2024-07-19,2024-07-20,736,"Biden",44,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"134","Arizona",2024-07-19,2024-07-20,736,"Trump",50,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"135","Arizona",2024-07-19,2024-07-20,736,"Harris",40,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"136","Arizona",2024-07-19,2024-07-20,736,"Trump",46,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"137","Arizona",2024-07-19,2024-07-20,736,"Trump",45,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"138","Arizona",2024-07-16,2024-07-18,454,"Biden",40,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"139","Arizona",2024-07-16,2024-07-18,454,"Trump",44,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"140","Arizona",2024-07-15,2024-07-16,1000,"Biden",40.3,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"141","Arizona",2024-07-15,2024-07-16,1000,"Trump",46.9,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"142","Arizona",2024-07-15,2024-07-16,1000,"Biden",36,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"143","Arizona",2024-07-15,2024-07-16,1000,"Trump",45.6,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"144","Arizona",2024-07-15,2024-07-16,800,"Biden",44,"InsiderAdvantage",5,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"145","Arizona",2024-07-15,2024-07-16,800,"Trump",49,"InsiderAdvantage",5,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"146","Arizona",2024-07-15,2024-07-16,800,"Harris",42,"InsiderAdvantage",5,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"147","Arizona",2024-07-15,2024-07-16,800,"Trump",48,"InsiderAdvantage",5,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"148","Arizona",2024-07-10,2024-07-11,513,"Biden",40,"J.L. Partners",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"149","Arizona",2024-07-10,2024-07-11,513,"Trump",46,"J.L. Partners",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"150","Arizona",2024-07-10,2024-07-11,596,"Biden",43,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"151","Arizona",2024-07-10,2024-07-11,596,"Trump",51,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"152","Arizona",2024-07-10,2024-07-11,596,"Harris",44,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"153","Arizona",2024-07-10,2024-07-11,596,"Trump",52,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"154","Arizona",2024-07-10,2024-07-11,596,"Trump",49,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"155","Arizona",2024-07-10,2024-07-11,596,"Trump",51,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"156","Arizona",2024-07-10,2024-07-11,596,"Trump",49,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"157","Arizona",2024-07-10,2024-07-11,596,"Trump",46,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"158","Arizona",2024-07-10,2024-07-11,596,"Trump",47,"PPP",4,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"159","Arizona",2024-07-08,2024-07-10,419,"Biden",39,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"160","Arizona",2024-07-08,2024-07-10,419,"Trump",43,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"161","Arizona",2024-07-01,2024-07-08,601,"Biden",44,"Echelon Insights",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"162","Arizona",2024-07-01,2024-07-08,601,"Trump",48,"Echelon Insights",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"163","Arizona",2024-07-01,2024-07-08,601,"Biden",39,"Echelon Insights",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"164","Arizona",2024-07-01,2024-07-08,601,"Trump",41,"Echelon Insights",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"165","Arizona",2024-07-01,2024-07-05,781,"Biden",38,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"166","Arizona",2024-07-01,2024-07-05,781,"Trump",45,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"167","Arizona",2024-07-01,2024-07-05,781,"Biden",45,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"168","Arizona",2024-07-01,2024-07-05,781,"Trump",48,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"169","Arizona",2024-06-30,2024-07-02,1000,"Biden",42,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"170","Arizona",2024-06-30,2024-07-02,1000,"Trump",46,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"171","Arizona",2024-06-29,2024-07-01,638,"Biden",42,"Remington",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"172","Arizona",2024-06-29,2024-07-01,638,"Trump",49,"Remington",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"173","Arizona",2024-06-28,2024-06-30,492,"Biden",33,"1983 Labs",1,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"174","Arizona",2024-06-28,2024-06-30,492,"Trump",48,"1983 Labs",1,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"175","Arizona",2024-06-17,2024-06-20,600,"Biden",42,"North Star Opinion Research",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"176","Arizona",2024-06-17,2024-06-20,600,"Trump",48,"North Star Opinion Research",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"177","Arizona",2024-06-17,2024-06-20,600,"Biden",32,"North Star Opinion Research",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"178","Arizona",2024-06-17,2024-06-20,600,"Trump",42,"North Star Opinion Research",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"179","Arizona",2024-06-11,2024-06-20,650,"Biden",36,"P2 Insights",1,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"180","Arizona",2024-06-11,2024-06-20,650,"Trump",47,"P2 Insights",1,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"181","Arizona",2024-06-13,2024-06-18,1000,"Biden",48,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"182","Arizona",2024-06-13,2024-06-18,1000,"Trump",52,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"183","Arizona",2024-06-13,2024-06-18,1000,"Biden",39.3,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"184","Arizona",2024-06-13,2024-06-18,1000,"Trump",42.7,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"185","Arizona",2024-06-08,2024-06-11,430,"Biden",38,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"186","Arizona",2024-06-08,2024-06-11,430,"Trump",40,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"187","Arizona",2024-05-28,2024-06-04,600,"Biden",37,"Fabrizio/Impact",2,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"188","Arizona",2024-05-28,2024-06-04,600,"Trump",45,"Fabrizio/Impact",2,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"189","Arizona",2024-05-28,2024-06-04,600,"Biden",44,"Fabrizio/Impact",2,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"190","Arizona",2024-05-28,2024-06-04,600,"Trump",50,"Fabrizio/Impact",2,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"191","Arizona",2024-06-01,2024-06-03,1095,"Biden",46,"Beacon/Shaw",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"192","Arizona",2024-06-01,2024-06-03,1095,"Trump",51,"Beacon/Shaw",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"193","Arizona",2024-06-01,2024-06-03,1095,"Biden",41,"Beacon/Shaw",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"194","Arizona",2024-06-01,2024-06-03,1095,"Trump",46,"Beacon/Shaw",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"195","Arizona",2024-05-19,2024-05-21,609,"Biden",40.9,"Florida Atlantic University/Mainstreet Research",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"196","Arizona",2024-05-19,2024-05-21,609,"Trump",41.2,"Florida Atlantic University/Mainstreet Research",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"197","Arizona",2024-05-19,2024-05-21,501,"Biden",45.1,"Florida Atlantic University/Mainstreet Research",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"198","Arizona",2024-05-19,2024-05-21,501,"Trump",43.2,"Florida Atlantic University/Mainstreet Research",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"199","Arizona",2024-05-19,2024-05-21,609,"Biden",36.6,"Florida Atlantic University/Mainstreet Research",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"200","Arizona",2024-05-19,2024-05-21,609,"Trump",38.8,"Florida Atlantic University/Mainstreet Research",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
